User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
ImpeechS,2019-11-04 20:57:16,"@TheTorontoSun Well, Andrew Scheer is no Elizabeth May. I think she has previous work experience and a university e  ",NaN,0,0,1191459025701031938
mgs_education,2019-11-04 20:56:48,"Studying abroad is a journey best measured in friends rather than miles because at the end, the advantage of having  ","Port Harcourt, Nigeria",0,0,NaN
VinylContessa,2019-11-04 20:56:40,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",Traveling with Vox Machina,154,0,NaN
Mimimefo237,2019-11-04 20:56:38,The #Cameroon Minister of Higher Education has signed a communiqu  announcing the results of the entrance examinati  ,Bamenda Cameroon ,0,0,NaN
nooouch,2019-11-04 20:56:37,"RT @Adam_SH69: The generous Tories are targeting poorer voters without university degrees who voted Brexit, by promising a  155 million boo ",Pangaea,19,0,NaN
profkeithdevlin,2019-11-04 20:55:56,RT @profkeithdevlin: Coming up on 13 November at the University of Huddersfield. Register online (no charge)  ,"Palo Alto, CA, USA",3,0,NaN
_nnennaX,2019-11-04 20:55:53,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Nigeria ,164,0,NaN
Travis_Loftis,2019-11-04 20:55:30,"@Tennessean it is everywhere downtown Nashville too, You really need to thank the night crew of @NashvillePW for re  ","Nashville, Tennessee",0,0,NaN
cookingandcomp,2019-11-04 20:55:25,"RT @HCWEMiami: ""Research demonstrates that the SAT and ACT systematically prevent talented and qualified students with less accumulated adv ","Oxford, OH",1,0,NaN
Laura_Axelrod,2019-11-04 20:54:53,RT @haleshannon: How the University of Utah s police department treated female victims and officers for years before Lauren McCluskey s kil ,Southeast US/Alabama,3,0,NaN
ECPIUniversity,2019-11-04 20:54:19,"RT @13NewsNow: ECPI University ranked number 1 for military members, veterans ","Virginia Beach, VA",3,0,NaN
ECPIUniversity,2019-11-04 20:54:14,"RT @HenricoCitizen: For the second straight year, ECPI University has been ranked number one in the nation among colleges and universities ","Virginia Beach, VA",1,0,NaN
au_farmboy,2019-11-04 20:54:13,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ",NaN,48,0,NaN
nkutehogan,2019-11-04 20:53:53,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Lagos,164,0,NaN
HaiydiB,2019-11-04 20:53:26,"RT @byH_Leitenbauer: Mr. HUBERT LEITENBAUER #HubertLeitenbauer, #Snapshot;Founder &amp; Author #PranaEnergieTherapie ;Designer luxury#Spiritu ",NaN,119,0,NaN
tmj_fay_edu,2019-11-04 20:53:19,"Can you recommend anyone for this #Education job in #Fayetteville, NC? Click the link in our bio to see it and more  ","Fayetteville, NC",0,0,NaN
imacommit,2019-11-04 20:52:59,"@MrBeastYT  I don t like doing this, but I m desperate, I am a full time student at Louisiana Tech University. I re  ","Ruston, LA",0,2,NaN
franmary,2019-11-04 20:52:52,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,NaN,24,0,NaN
haleshannon,2019-11-04 20:52:46,How the University of Utah s police department treated female victims and officers for years before Lauren McCluske  ,Utah,3,4,NaN
LawScribes,2019-11-04 20:52:46,High school students watching the supreme court Canada live in the classroom. #scc #education ,Guelph Toronto Canada Scotland,0,0,NaN
l_eggemann,2019-11-04 20:52:39,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,United States,24,0,NaN
OrenIShiKiddo,2019-11-04 20:52:30,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,Masshole,24,0,NaN
sewuesebumkengs,2019-11-04 20:52:25,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Makurdi, Nigeria",164,0,NaN
Snaproll381,2019-11-04 20:52:25,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,"Virginia, USA",24,0,NaN
wdelfs,2019-11-04 20:51:17,@JustinWootonSC @RealSteveCox @RD4Democracy @kishineff @RamonaMassachi @riverhawkfox @DanWhitCongress  ,NaN,0,0,1191456696893394944
gole_sam,2019-11-04 20:51:16,"RT @pttleopardcats: More FACT: in 2018, 1381 of PERM (Green Card) applicants obtained degrees from this BLACKLISTED UNIVERSITY. Guess they ",NaN,3,0,NaN
MIDWESTSPEEDSC,2019-11-04 20:51:05,Congrats to Midwest Speed 18U Black s Lexi Barduson on her verbal commitment to continue her education and softball  ,NaN,0,0,NaN
ScottDPierce,2019-11-04 20:50:39,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Salt Lake City, Utah",154,0,NaN
CYZAyuba,2019-11-04 20:50:22,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Nigeria",164,0,NaN
parallelfox,2019-11-04 20:49:56,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Texas, USA",26,0,NaN
robbiekath,2019-11-04 20:49:55,A blast from the past.  20 years ago last month @BrockUniversity re-named its College of Education building as  Rob  ,"St. Catharines, Ontario",0,10,NaN
pttleopardcats,2019-11-04 20:49:50,"RT @pttleopardcats: More FACT: in 2018, 1381 of PERM (Green Card) applicants obtained degrees from this BLACKLISTED UNIVERSITY. Guess they ",NaN,3,0,NaN
ContAdultEd,2019-11-04 20:49:49,RT @PeelAdultCredit: THIS WEEK IN ADULT EDUCATION;Mon   Early Registration begins;Tues   Sit and Stretch Sabrina ;Wed -Improv fun and games ,Mississauga & Brampton,1,0,NaN
DC_Strategies,2019-11-04 20:49:47,RT @educationgadfly: How do we best help students who are several grade levels behind? It s vital question. But the very fact that it s a p ,"Denver, CO",1,0,NaN
pttleopardcats,2019-11-04 20:49:41,"More FACT: in 2018, 1381 of PERM (Green Card) applicants obtained degrees from this BLACKLISTED UNIVERSITY. Guess t  ",NaN,3,3,NaN
MahaAlMadhi,2019-11-04 20:49:31,"RT @EffatUniversity: At Effat, we promise to work together to promote our students  education and to share our resources with researchers a ","Jeddah, Kingdom of Saudi Arabia",2,0,NaN
jockie_c,2019-11-04 20:49:24,"@LaLegale In Denmark University students are paid $1000 a month and there are no fee's, totally subsidised. They co  ","New South Wales, Australia",0,0,1191244451777146881
SafariWoman,2019-11-04 20:49:06,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,NOYB,24,0,NaN
Women_N_STEM,2019-11-04 20:49:04,RT @TamaraMcCleary: World's First #AI University Has More Than 3200 Applicants Already   #education ,Everywhere,10,0,NaN
shesmegg82,2019-11-04 20:48:56,@paulalexlewis @Natalia01Mateo @jamesholden007 Here's another option seeing as Canada is the most environmentally r  ,NaN,0,0,1191455693502664706
JoeySoetoro,2019-11-04 20:48:37,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,"St Paul, MN",24,0,NaN
__Ajal,2019-11-04 20:48:31,"RT @EffatUniversity: At Effat, we promise to work together to promote our students  education and to share our resources with researchers a ","Jeddah, Kingdom of Saudi Arabia",2,0,NaN
justjohnPatriot,2019-11-04 20:48:29,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,Driver 2.6 Mil mi in 47 States,24,0,NaN
Airbornex82nd,2019-11-04 20:48:15,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,"In the Woods ,Upstate NY",24,0,NaN
EinsteinsAttic,2019-11-04 20:48:15,"Instead, we get stuff like a US private equity billionaire chucking  150m at a top UK university to do yet more ""AI  ",UK,0,0,NaN
PatriciaWilhoit,2019-11-04 20:47:58,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,"Texas, USA",24,0,NaN
GreenMo64438081,2019-11-04 20:47:53,RT @free_taheri: Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because of her ,NaN,5,0,NaN
BabatundeR7,2019-11-04 20:47:51,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
Skills_Canada,2019-11-04 20:47:31,RT @Skills_NL: Happy National Skilled Trades and Technology Week! We are excited for this big week of events and education. Take a peak at ,"Ottawa, Ontario",4,0,NaN
physed1,2019-11-04 20:46:49,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,Maryland,24,0,NaN
Ellie_Grahamm,2019-11-04 20:46:14,"RT @sammy_locke01: !!!! UNIVERSITY EDUCATION WILL NEVER BE FREE !!!!! ;;whether you vote Tory, labour, Lib Dem or whoever else, we will nev ",NaN,1,0,NaN
mehdishamsali,2019-11-04 20:45:42,RT @free_taheri: Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because of her ,NaN,5,0,NaN
MervinGallant,2019-11-04 20:45:32,"RT @Anniekidder: ""Education is the key to reconciliation...if we educate  Indigenous children and non-Indigenous children about each other ","St. Albert, Alberta",42,0,NaN
TeaBoots,2019-11-04 20:45:29,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,United States,24,0,NaN
chrisoldcorn,2019-11-04 20:45:22,#Creation Scientists? | Christopher Oldcorn on #Patreon;;#blog #essay #religion #christianity #church #Genesis  ,NaN,0,0,NaN
uamsnurses,2019-11-04 20:45:22,"UAMS has a unique combination of education, research and clinical expertise that promotes and supports teamwork and  ","Little Rock, Arkansas",0,0,NaN
Camswr_73js,2019-11-04 20:45:15,Please RT &gt;&gt; Free Education University - How to graduate DEBT FREE! Get 75% off for a limited time!  Link in Bio ,USA,0,0,NaN
EmThorne6,2019-11-04 20:45:07,"RT @RWPUSA: For-profit colleges (Corinthian Colleges, Trump University and more) are often a scam.  ;And Betsy DeVos blames the student vic ",NaN,297,0,NaN
PathwaysCanada,2019-11-04 20:44:32,"RT @vortex23: In low-income communities, high school dropout rates can reach 50%. So I just donated to Pathways to Education Canada because ",Canada,0,0,NaN
DevonyyyLynnn_,2019-11-04 20:44:21,Students have a 1/4 chance of being sexually assaulted on campus (1/3 at WVU). Faculty and staff can be fired for t  ,sc: dev_dev44,0,0,NaN
modela_jane,2019-11-04 20:44:16,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Lagos, Nigeria",164,0,NaN
TheLamePathan,2019-11-04 20:44:14,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,Pochinki,116,0,NaN
MaggGran,2019-11-04 20:44:10,"RT @rachelleingang: Indigenous UA students said Robbins remarked he didn't want to ""pull an Elizabeth Warren,"" but he took a DNA test that ",  May not be able to FBR,2,0,NaN
DebbieHillC,2019-11-04 20:44:05,@page88 IMO it is insular whiteness more than college education. However college can expose you to other races/cult  ,"Texas, USA",0,0,1191426035012833280
Iam_bayyah,2019-11-04 20:44:05,1. Brilliant International School Malumfashi.;2. Government Unity Secondary School Malumfashi. ;3. Isah Kaita Colle  ,katsina,0,0,NaN
angelcurses,2019-11-04 20:44:04,Tbh I have immense respect for older taking university courses. Like yes pls normalize the idea that education is n  ,Germany,0,1,NaN
Sundncefn,2019-11-04 20:44:02,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,United States,25,0,NaN
abdo_massa,2019-11-04 20:43:37,RT @theworldindex: The top 10 countries for future skills education;;1. Finland;2. Switzerland;3. New Zealand;4. Sweden;5. Canada ,Khorffakan - UAE,293,0,NaN
SaidanShah19,2019-11-04 20:43:35,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Karachi, Pakistan",48,0,NaN
trusokoff,2019-11-04 20:43:20,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,USA,25,0,NaN
SWDEConference,2019-11-04 20:43:19, THANK YOU to Indiana University School of Social Work for becoming our Social Work Distance Education Conference  ,"San Antonio, TX",0,0,NaN
Clarinda_Calma,2019-11-04 20:42:48,RT @NAUKA_GOV_PL: University World News about #IDUB Excellence Initiative:;After nearly 4 years of dialogue between the government and Pol ,NaN,6,0,NaN
CommonsCtK,2019-11-04 20:42:47,Holocaust Education Week.;;Collaboration with a FIMS researcher gave Max Eisen the chance to put his story of survi  ,"Georgetown, Ontario",0,0,NaN
rozitafargds,2019-11-04 20:42:10,RT @free_taheri: Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because of her ,NaN,5,0,NaN
pat_health,2019-11-04 20:41:58,RT @DigiHealthCA: NEW! Resource Guide to Digital Health in Canada. Presenting the new Resource Guide to Digital Health in Canada   a compre ,Ottawa,2,0,NaN
JohnChifofo,2019-11-04 20:41:52,"RT @HonMushimba: Like this year, K557million kwacha has been put aside in the 2020 budget for bursaries and loan schemes to support increas ", kindergarten ,6,0,NaN
ayekhemheferdi1,2019-11-04 20:41:39,"@Intergrity56 @MBuhari Which powers gives the VP to sign things into Law, when the president has not transmitted po  ",Louix,0,0,1191425756506796038
njcrofts,2019-11-04 20:39:41,"RT @maeamy_co: If you read one news story today (and I really hope you read many, many more), make it be this one. It's a dive into the tro ","Washington, DC",10,0,NaN
reinatriendlID,2019-11-04 20:39:17,Education: Keio University (Environment and Information Studies major),TOKYO,0,0,NaN
wvufanagent99,2019-11-04 20:38:49,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,"Tampa, FL",25,0,NaN
ColesMom1016,2019-11-04 20:38:45,RT @RHS_VREd: Check out our presentation and learn about the future of education: virtual reality!!! Upcoming presentation on November 7th ,"Kentucky, USA",3,0,NaN
LeafChronicle,2019-11-04 20:37:03,East Tennessee State University president 'disgusted' by 'It's Okay To Be White' flyers ,"Clarksville, TN",0,0,NaN
schmid_phil,2019-11-04 20:36:46,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",St Paul,6223,0,NaN
JulieMDPanneton,2019-11-04 20:36:21,"BTW, my cousin lives in QC. Issue of support 4 children &amp; adults with disabilities is Canada-wide. High time 4 a Na  ",NaN,0,0,1191451511592751104
NEFE_ORG,2019-11-04 20:36:17,Cancer didn t derail this student s dream of pursuing his college education. Read the latest essay published for My  ,"Denver, CO",1,1,NaN
DiinSilversmith,2019-11-04 20:36:14,"RT @rachelleingang: Indigenous UA students said Robbins remarked he didn't want to ""pull an Elizabeth Warren,"" but he took a DNA test that ","O odham, Yavapai & Akimel O odham lands (Phoenix, AZ)",2,0,NaN
BadMotorSc00ter,2019-11-04 20:36:05,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ","Cleveland, OH",6223,0,NaN
__IamOgar,2019-11-04 20:35:41,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Federal Capital Territory,164,0,NaN
ihpmeuoft,2019-11-04 20:35:21,"IHPME is greatly saddened to learn of the loss of Dr. Peggy Leatt, former chair of IHPME and a leader in health man  ","Toronto, Ontario",0,1,NaN
tksinclair,2019-11-04 20:35:14,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",S. California,6223,0,NaN
NYSDentalAssn,2019-11-04 20:35:09,"Dean Zambone of University at Buffalo School of Dental Medicine, sat down with a reporter, &amp; discussed the school s  ","Albany, New York",0,1,NaN
tayran_Kl,2019-11-04 20:34:32,RT @free_taheri: Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because of her ,NaN,5,0,NaN
KCLSustainable,2019-11-04 20:34:00,RT @KCLWP: Join us on Wednesday 20th November for the launch of the new report from @TheCFEY into the Latinx university experience. Hear fr ,London,6,0,NaN
FranceVianello,2019-11-04 20:33:30,"RT @MicsIrwin: Policy Press | Degrees of Freedom - Prison Education at The Open University, By Rod Earle and James Mehigan ","Padova, Italia",11,0,NaN
TheIndyDistrict,2019-11-04 20:33:02,"@uindy celebrated the third annual International Education Month in October with a variety of performing arts, film  ","Indianapolis, IN",0,0,NaN
UMichiganAI,2019-11-04 20:33:00,Excellent perspective from @DrMarkSchlissel on @UMich's shared commitment to quality education and mutual prosperit  ,NaN,0,2,NaN
Bonnievee2017,2019-11-04 20:32:37,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ","Woodside, NY",6223,0,NaN
baalter,2019-11-04 20:32:31,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,USA,25,0,NaN
free_taheri,2019-11-04 20:31:33,Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because  ,Islamic Republic of Iran,5,6,NaN
nadinebh_,2019-11-04 20:31:21,Nobody thought Nick Clegg would break that pledge - and he not only broke it but tripled the cost of university edu  ,NaN,0,0,1191452896291934208
dealsoftakis,2019-11-04 20:30:08,"Free Education University - How to find scholarships and grants specifically tailored to your personality type, hob  ",United States,0,0,NaN
educationgadfly,2019-11-04 20:30:00,How do we best help students who are several grade levels behind? It s vital question. But the very fact that it s  ,"Washington, DC",1,1,NaN
prosperr9,2019-11-04 20:29:36,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Nigeria",164,0,NaN
mikepaulmurphy,2019-11-04 20:28:14,All one has to do is to look at the notwithstanding clause to see what a shameless lie that is. Bereft of rule of l  ,"Punamu'kwati'j (Dartmouth, NS)",0,0,NaN
infosmarts,2019-11-04 20:28:02,"RT @tdsbTR: November is Indigenous Education month at @tdsb. Teach students about the histories, cultures and contributions of First Nation ",Toronto,3,0,NaN
mrsmallard14,2019-11-04 20:27:44,"RT @friel_raymond: Delighted to announce that we have appointed a new Director of Education. Mr Kevin Butlin, currently the Director of Aca ",Cornwall,0,0,NaN
Chukwuemekazee,2019-11-04 20:27:35,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Lagos....Abuja...Owerri....ABa,164,0,NaN
JAMOGRAD,2019-11-04 20:27:26,"RT @8_16_32bit: Just thinking... I'm really lucky I went to university when I did. My debts are tiny, and I never paid for any tuition. ;;W ","Wymondham, Norfolk",1,0,NaN
edifiedlistener,2019-11-04 20:27:25,"From my ivy undergrad alma mater: ""a family of funds that enables [...] to nimbly respond to today's most pressing  ","Vienna, Austria",0,0,NaN
grawoig,2019-11-04 20:27:00,"RT @grawoig: Breaking:  failed to inform federal agency of 'abusive' professor's conduct, unpaid leave"" ","Boston, MA",2,0,NaN
BlueSea1964,2019-11-04 20:27:00,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,NaN,25,0,NaN
Xkatemu86,2019-11-04 20:26:26,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Bushenyi, Uganda",55,0,NaN
rover__estates,2019-11-04 20:26:18,"Today, our motivator is Chimamanda Adichie, a renowned author and women's rights activist. ; ;Chimamanda was born i  ","Lagos, Nigeria",0,0,NaN
sachadarke,2019-11-04 20:25:20,"RT @MicsIrwin: Policy Press | Degrees of Freedom - Prison Education at The Open University, By Rod Earle and James Mehigan ","Inglaterra, Reino Unido",11,0,NaN
baltazar_az,2019-11-04 20:25:16,We need culturally competent people leading in higher education. This is embarrassing.  ,"Ann Arbor, MI",0,0,NaN
cestoronto,2019-11-04 20:25:05,The only risk is to spend too much time texting your new friends and family from CES Toronto!;.;.;.;.;.;#CESToronto  ,"543 Yonge Street, Second Floor",0,0,NaN
kidgolferman,2019-11-04 20:24:42,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,north,25,0,NaN
NickEWI,2019-11-04 20:24:32,@rebeccajoc Education has gone downhill.;;Most kids going to college suffer from inflated egos given to them by tea  ,"Lenexa, KS",0,0,1191449673296420864
SeanJC,2019-11-04 20:24:08,"@jeremycorbyn Don't tell me, it was Diane Abbott who did the sums and said Yes we can fund that. Just like your off  ","Richmond, North Yorkshire",0,0,1191252236296478720
petjamwil,2019-11-04 20:22:50,RT @OntLiberal: Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,NaN,21,0,NaN
rover__estates,2019-11-04 20:22:43,"Today, our motivator is Chimamanda Adichie, a renowned author and women's rights activist. ; ;Chimamanda was born i  ","Lagos, Nigeria",0,0,NaN
Geofex,2019-11-04 20:22:20,RT @UofExeterOnline: Are you looking to advance your career in the field of education? The online MA in Education from the University of Ex ,Lord.Life.Love. Dieu.Vie.Amour,3,0,NaN
Sodiumkitten,2019-11-04 20:21:54,"@Studhombre @chrishickman81 @emrazz Uhm. My country pays almost fully for university and it didn't make us poor, Th  ","Bern, Schweiz",0,0,1191236278815207424
brainpower_10,2019-11-04 20:21:46,We took a trip down to Dallas to attend the 1st Brain Education Leadership Summit hosted at The University Of Texas  ,"Queens, NY",0,0,NaN
8_16_32bit,2019-11-04 20:21:05,"Just thinking... I'm really lucky I went to university when I did. My debts are tiny, and I never paid for any tuit  ","Manchester, England",1,6,NaN
lilzeay,2019-11-04 20:20:38,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Lagos, Nigeria",164,0,NaN
theleftshow,2019-11-04 20:20:36,A new training officer ain't gonna fix this @UUtah. #utpol;,"Salt Lake City, UT",0,1,NaN
8_16_32bit,2019-11-04 20:19:35,"@Shonnieb2 Nah. I'm a Brit, and I got free University education.;;I accept not everyone likes what I like, but dism  ","Manchester, England",0,0,1191449426998501377
iamBabuMajumdar,2019-11-04 20:19:26,RT @iamsrk: On the way to @latrobe University.. Thank you for the kind gesture of offering a scholarship to a girl student from India for h ,India,6750,0,NaN
CameronMVM,2019-11-04 20:19:23,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Eagle Mountain, UT",154,0,NaN
thestefanhansen,2019-11-04 20:19:10,Does it make sense that university educations take a certain number of years? Why not let students finish in less t  ,Denmark,0,1,NaN
uamsnurses,2019-11-04 20:19:08,"UAMS has a unique combination of education, research and clinical expertise that promotes and supports teamwork and  ","Little Rock, Arkansas",0,0,NaN
Preity94,2019-11-04 20:18:42,RT @rebaliza4: This guy got a degree from Osmania University. This is a fraud university in Andhra Pradesh-India. Students enroll and absco ,United States,11,0,NaN
UMES_DNS,2019-11-04 20:18:39,RT @UMESNews: A college education transcends you to a new level. Discover the excellence that is the University of Maryland Eastern Shore F ,Princes,16,0,NaN
EarthDayNetwork,2019-11-04 20:18:37,.@mobilize_u is our higher education outreach campaign designed to promote sustainability and #climateaction on cam  ,"Washington, DC",0,2,NaN
