Source,Author,Title,Description,URL,Published At,Content
Nlppeople.com,Alexander Raginsky,Tenure Track Faculty Positions in Computer Science,The Faculty of Computer Science at Dalhousie University (https://www.dal.ca/faculty/computerscience.html) invites applications for a Tenure-Stream Assistant Professor position. The ideal candidate for this position would be an outstanding researcher with a de ,https://nlppeople.com/job/tenure-track-faculty-positions-in-computer-science/,2019-11-07T00:00:00Z,"The Faculty of Computer Science at Dalhousie University (https://www.dal.ca/faculty/computerscience.html) invites applications for a Tenure-Stream Assistant Professor position. ;The ideal candidate for this position would be an outstanding researcher with a   [+2663 chars]"
Nationalobserver.com,Michael Tutton,Study counts 1.8 million pieces of trash at Bay of Fundy's bottom,"A survey estimates more than 1.8 million pieces of garbage are strewn over the bottom of the Bay of Fundy, prompting concerns about potential harm to marine life.",https://www.nationalobserver.com/2019/11/15/news/study-counts-18-million-pieces-trash-bay-fundys-bottom,2019-11-16T02:56:01Z,"A survey estimates more than 1.8 million pieces of garbage are strewn over the bottom of the Bay of Fundy, prompting concerns about potential harm to marine life.;The study published Thursday in Marine Pollution Bulletin found an average of 137 pieces of pla  [+3134 chars]"
Nationalobserver.com,Bob Weber,Threat to fish biodiversity blamed on government: scientists,"Canada has made disappointingly little progress in preserving the variety of life in its oceans largely because of a contradiction in the federal department that's supposed to protect it, says a group of senior scientists.",https://www.nationalobserver.com/2019/11/20/news/threat-fish-biodiversity-blamed-government-scientists,2019-11-20T21:47:15Z,"Canada has made disappointingly little progress in preserving the variety of life in its oceans largely because of a contradiction in the federal department that's supposed to protect it, says a group of senior scientists.;""The (Department of Fisheries and O  [+3205 chars]"
Theatlantic.com,Sophie Gilbert,The Voices in Margaret Atwood s Head,"Over the course of her writing career, she has given unlikely witnesses the chance to offer personal testimony in times of crisis.",https://www.theatlantic.com/magazine/archive/2019/12/margaret-atwood-bears-witness/600796/,2019-11-08T13:00:00Z,"I n 1980, five years before The Handmaid s Tale was published, the Canadian writer Margaret Atwood was appearing at a poetry festival in Portland, Oregon, when her trip was disrupted by natural disaster: Mount St. Helens, in nearby Washington State, began eru  [+15295 chars]"
Ottawacitizen.com,"Christina Spencer, Ottawa Citizen",Why human rights defenders should skip immigration conference in China,It is time for Canada and other Western countries to recognize they cannot assume that policy and academic exchanges will change repressive regimes.,https://ottawacitizen.com/opinion/columnists/ramos-and-griffith-human-rights-defenders-should-boycott-immigration-conference-in-beijing,2019-11-25T17:10:00Z,"The number of international events being hosted by China is on the rise. At first glance, one might argue that global exchange is a mechanism for the West to normalize democratic values and open science. However, the world is increasingly witnessing repressiv  [+4185 chars]"
Financial Post,Martin Pelletier,Alberta needs Canada to ditch the complacency and take action on the economy,Martin Pelletier: It may take a real estate contraction for the rest of the country to finally wake up and start addressing our inability to scale out our strengths,https://business.financialpost.com/investing/alberta-needs-canada-to-ditch-the-complacency-and-take-action-on-the-economy,2019-11-25T12:00:32Z,"Much has been written about Alberta s lack of diversification beyond the resource sector, something many are blaming for contributing to its current economic woes. While I don t disagree with that assessment, many observers fail to realize that the problem is  [+3833 chars]"
Prnewswire.com,NaN,Great Bear Augments Management Team,"TSX-V: GBR VANCOUVER, Nov. 19, 2019 /PRNewswire/ - Great Bear Resources Ltd. (the ""Company"" or ""Great Bear"", TSX-V: GBR) today reported the appointment of Mr. Calum Morrison to the position of Vice President, Corporate Development. Mr. Morrison has over 15 ye ",https://www.prnewswire.com/news-releases/great-bear-augments-management-team-300960672.html,2019-11-19T12:30:00Z,"TSX-V:  GBR;VANCOUVER, Nov. 19, 2019 /PRNewswire/ - Great Bear Resources Ltd. (the ""Company"" or ""Great Bear"", TSX-V: GBR) today reported the appointment of Mr. Calum Morrison to the position of Vice President, Corporate Development.;Mr. Morrison has over 15  [+5315 chars]"
Nationalpost.com,Douglas Quan,"Rain, the horror! Parents divided over postponing Halloween due to bad weather",'It ll be miserable for everybody. It ll be muddy and cold. What s wrong with bumping it for a day?',https://nationalpost.com/news/canada/rain-the-horror-parents-divided-over-postponing-halloween-due-to-bad-weather,2019-10-30T23:59:29Z,"With a storm system set to barrel down on parts of Eastern Canada, Montreal mother Andrea Haid took to Twitter Wednesday appealing to the city s mayor to postpone Halloween for a day.;After learning that the neighbouring suburb of Sainte-Julie had taken the   [+4950 chars]"
The New York Times,The New York Times,New York Times long-read: The astonishing story of Prince Cyrus and the kingdom of Oudh,"Oudh (pronounced Uh-vud) was a kingdom that no longer existed. The British annexed it in 1856, a trauma from which its capital, Lucknow, never recovered. The core of the city is still made of Oudh s vaulted shrines and palaces. The post New York Times long-re ",https://www.nytimes.com/2019/11/21/world/asia/the-jungle-prince-of-delhi.html,2019-11-24T04:38:04Z,"New Delhi: On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi.;The message was passed on by our office manager through GChat, and it thrilled me so much that   [+42791 chars]"
Globalnews.ca,Elizabeth Mcsheffrey,Nova Scotia first province to include breast density results in all mammograms,The Nova Scotia health department is encouraging any women who have had a screening done in the last two years to contact their primary health care provide and ask for their breast density information.,http://globalnews.ca/news/6096485/breast-density-results-mammograms/,2019-10-29T18:35:41Z,"Nova Scotia has become the first province to provide breast density results to all women who undergo a mammogram, using a new technology pioneered in-house.;The standardized changes are effective immediately, with the new Densitas breast density assessment s  [+2760 chars]"
Vancouversun.com,Cheryl Chan,Elizabeth May timeline: Green leader to step down after 13 years at head of party,"Born in Connecticut, a teenage Elizabeth May moved to Nova Scotia with her family in 1973, working in the family s restaurant and gift shop on the Cabot Trail. May first stepped into the public spotlight in the mid-1970s to protest aerial insecticide spraying ",https://vancouversun.com/news/local-news/elizabeth-may-timeline-green-leader-to-step-down-after-13-years-at-head-of-party,2019-11-05T01:27:32Z,"Born in Connecticut, a teenage Elizabeth May moved to Nova Scotia with her family in 1973, working in the family s restaurant and gift shop on the Cabot Trail. May first stepped into the public spotlight in the mid-1970s to protest aerial insecticide spraying  [+2869 chars]"
Salon.com,Jenny Weitzman,Confusion at the fish counter: How to eat fish responsibly,Here s how to make a responsible choice at the fish counter.,https://www.salon.com/2019/10/27/confusion-at-the-fish-counter-how-to-eat-fish-responsibly_partner/,2019-10-27T18:59:41Z,"It now seems absurd that anyone once believed the ocean was inexhaustable: fish stocks are in dismal shape and scientists say overfishing is a global problem with potentially irreversible consequences to ecosystems and human livelihoods.;Sustainability has b  [+5784 chars]"
Forbes.com,Eva Amsen,What Makes A Catchy And Effective Climate Song? - Forbes,"After a research trip to the Great Barrier Reef, researchers and artists co-wrote the song  Rock the Boat , complete with scientific annotations. But what makes for an effective climate song?",https://www.forbes.com/sites/evaamsen/2019/11/26/what-makes-a-catchy-and-effective-climate-song/,2019-11-27T00:40:00Z,"Rock the Boat by Blue Spotted Rays is one of the few songs if not the only one to be released both on vinyl as well as a paper in an academic journal.&amp;nbsp;The band is a motley crew of a geographer, a coastal researcher and two artists, who in 2018 spent   [+7813 chars]"
The Globe And Mail,The Globe And Mail,"Fries, with extra dough: a Quebec poutine maker turns to patrons for help in a labour crunch","Chez Ashton has started applying a 12-per-cent surcharge on food served between midnight and 5 a.m. as a way to increase employee wages, attract staff and keep from closing early",https://www.theglobeandmail.com/business/article-fries-with-extra-dough-a-quebec-poutine-maker-turns-to-patrons-for/,2019-11-17T22:05:58Z,"Chez Ashton is a 50-year-old institution venerated for its generous servings of golden French fries topped with cheese curds and brown gravy.;Renaud Philippe ;Even the godfather of poutine is having trouble finding staff amid Quebecs severe labour shortage   [+5469 chars]"
Globalnews.ca,Lyndsay Armstrong,Thousands of Nova Scotians at risk of lead exposure from wells,"A collaborative investigation between Global News, media and academic partners has unearthed disturbing findings about the prevalence of lead in tap water across the province.",http://globalnews.ca/news/6107591/nova-scotia-water-lead-levels-risk/,2019-11-04T10:13:30Z,"Darlene Arnold shifts uncomfortably in her seat as she takes off her reading glasses. ;In her hands, she holds the results from chemical tests of the tap water in her home in East Jeddore, a small fishing village less than an hours drive east of Halifax. ;T  [+12291 chars]"
Globalnews.ca,Elizabeth Mcsheffrey,N.S. Opposition demands action after investigation finds widespread risk of lead exposure,Opposition leaders in Nova Scotia are calling for the government to take swift action to mitigate the risk of lead in well water across the province.,http://globalnews.ca/news/6129070/ns-opposition-tainted-water-lead-exposure/,2019-11-05T23:32:59Z,"Opposition leaders in Nova Scotia are calling for the provincial government to take swift action to mitigate the risk of lead in well water across the province.;The demand comes in the wake of an investigation published by Global News and the Star Halifax, r  [+5508 chars]"
Globalnews.ca,Meghan Collie,The lack of health data about Black Canadians can be life-threatening: study,"The findings reflect the larger issue of systemic bias within Canadian health care, according to experts.",http://globalnews.ca/news/6161996/black-canadian-healthcare/,2019-11-13T22:03:34Z,"Black Canadian women may be under-screened for cervical and breast cancer due to the lack of health data collected about Black Canadians more broadly, a new report suggests.;A new literature review from the University of Toronto noted Black Canadians make up  [+6110 chars]"
CBC News,NaN,Black and Indigenous voices often missing from climate change discussions,"A push is on to reach out to marginalized groups in Nova Scotia, many of whom have historically lived in areas without good public infrastructure, potentially making them that much more vulnerable to the effects of a warming planet.",https://www.cbc.ca/news/canada/nova-scotia/climate-change-indigenous-black-nova-scotia-poverty-race-1.5350495,2019-11-12T10:00:00Z,"Climate change may be considered by many to be the most pressing issue in the world right now. But for people in Nova Scotia's black and Indigenous communities too busy dealing with issues of poverty and racism, it's often way down the list.;Now a push is on  [+3464 chars]"
Globalnews.ca,aalhakim,Women scientists from N.S. and N.B. featured in database aimed at solving the gender gap,"""Too often, high-profile articles, conference panels, and boards are filled with a disproportionate number of male voices.""",http://globalnews.ca/news/6162354/women-scientists-nova-scotia-new-brunswick-gender-gap-database/,2019-11-18T12:47:58Z,"There are 19 women from Nova Scotia and New Brunswick featured in the Request a Woman Scientist database launched by 500 Women Scientists, an organization representing the voices of tens of thousands of women scientists all over the globe.;According to the o  [+8823 chars]"
The Irish Times,Ellen Barry,"The amazing, epic tale of the Indian jungle prince","On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi. The message was passed on by our office manager through GChat, and it thrilled me so much that I preserved  ",https://www.irishtimes.com/news/world/africa/the-amazing-epic-tale-of-the-indian-jungle-prince-1.4095640,2019-11-26T16:00:00Z,"For decades, the royal family of Oudh led a reclusive life outside Delhi. ; This is their story ;On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi. The mess  [+42225 chars]"
The Irish Times,Ellen Barry,"The amazing, epic tale of the Indian jungle prince","For decades, the royal family of Oudh led a reclusive life outside Delhi. This is their story",https://www.irishtimes.com/news/world/asia-pacific/the-amazing-epic-tale-of-the-indian-jungle-prince-1.4095640,2019-11-26T16:00:00Z,"For decades, the royal family of Oudh led a reclusive life outside Delhi. ; This is their story ;On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi. The mess  [+42944 chars]"
Thestar.com,NaN,Victim s mother says guilty verdict in Halifax cell death sends national message - Toronto Star,Victim s mother says guilty verdict in Halifax cell death sends national message Toronto Star Halifax special constables found guilty in case of criminal negligence causing death TheChronicleHerald.ca Special constables found guilty in Halifax jail-cell death ,https://www.thestar.com/halifax/2019/11/10/jury-finds-constables-guilty-after-man-dies-in-halifax-police-custody.html,2019-11-11T00:07:33Z,"HALIFAX Sitting through the criminal negligence trial around her son s death in Halifax police custody has  been hell,  but for Jeannette Rogers a guilty verdict carries an important message.;On Sunday, a jury ended its third day of deliberations by deliveri  [+7910 chars]"
The Globe And Mail,Michael MacDonald,Former president of Ukraine reveals details of 2017 meeting with Rudy Giuliani - The Globe and Mail,"Petro Poroshenko told a security conference in Halifax he and Rudy Giuliani talked only about U.S. support, and insisted Giuliani did not ask for anything in return",https://www.theglobeandmail.com/politics/article-former-president-of-ukraine-reveals-details-of-2017-meeting-with-rudy/,2019-11-24T19:52:32Z,"Petro Poroshenko, former president of Ukraine, speaks at a session at the Halifax International Security Forum in Halifax on Nov. 24, 2019. ;Andrew Vaughan/The Canadian Press;The former president of Ukraine confirmed Sunday he met with Rudy Giuliani in late  [+4759 chars]"
CBC News,NaN,CN Rail strike reveals Sask. politicians on different tracks - CBC.ca,CN Rail strike reveals Sask. politicians on different tracks CBC.ca CN strike could trigger layoffs at Halifax port as rail activity hits the brakes CTV News Co-op R gionale tries to maintain propane supply during CN strike The North Bay Nugget CN strike trig ,https://www.cbc.ca/news/canada/saskatchewan/analysis-cn-strike-sask-legislature-1.5369662,2019-11-23T13:00:00Z,"Two days after Canadian National Railway employees began strike action, a pair of urgent motions hit the floor of Saskatchewan's legislature, illustrating drastically different ideas on how to end the labour dispute.;On Tuesday, roughly 3,200 CN Rail conduct  [+4594 chars]"
CNN,"Paul P. Murphy, CNN",The aurora borealis will be visible in parts of the US tonight,"Thanks to a minor geomagnetic storm, the northern lights may be visible in parts of the northern United States and across Canada on Wednesday night.",https://www.cnn.com/2019/11/20/us/aurora-borealis-wednesday-trnd-scn/index.html,2019-11-20T15:34:10Z,"(CNN)Thanks to a minor geomagnetic storm, the northern lights may be visible in parts of the northern United States and across Canada on Wednesday night.;According to NOAA's Space Weather Prediction Center, an explosion of solar energy from the sun is set to  [+766 chars]"
Trurodaily.com,John McPhee,Yale astrophysicist to talk in Halifax tonight about changing ideas of our universe - Truro Daily News,"The Washington Post calculates that the leader of Priyamvada Natarajan s country had made 13,435 false or misleading claims as of Oct. 9.;;In this climate of fact-denial and  fake news,  it s more important than ever to",https://www.trurodaily.com/news/provincial/yale-astrophysicist-to-talk-in-halifax-tonight-about-changing-ideas-of-our-universe-370849/,2019-11-01T12:07:41Z,"The Washington Post calculates that the leader of Priyamvada Natarajan s country had made 13,435 false or misleading claims as of Oct. 9.;In this climate of fact-denial and  fake news,  it s more important than ever to stand up for evidence-based thinking, t  [+3732 chars]"
Globalnews.ca,Staff,CN says strike could prompt temporary layoffs at Halifax port - Global News,"CN says strike could prompt temporary layoffs at Halifax port Global News What is really going on with the CN Rail strike, the propane shortage and Quebec's 'emergency' National Post Kenney's message to Quebec as it faces propane shortage: 'They re called pip ",http://globalnews.ca/news/6208839/cn-rail-strike-negotiations-day-5/,2019-11-23T18:27:36Z,"Canada s biggest railway says temporary layoffs are likely at the Halifax port due to an ongoing strike by its workers.;Canadian National Railway Co. says inactivity at the port means some rail employees will likely be placed on furlough if the labour stoppa  [+1232 chars]"
Mashable,Rachel Thompson,72 female MPs sign open letter condemning 'colonial' media coverage of Meghan Markle,72 female politicians in the UK have written an open letter to Meghan Markle pledging their solidarity with her as she and Prince Harry take a stand against several British media outlets. Holly Lynch MP   Labour MP for Halifax   tweeted an image of the letter ,https://mashable.com/article/mp-letter-meghan-markle/,2019-10-30T13:02:40Z,"72 female politicians in the UK have written an open letter to Meghan Markle pledging their solidarity with her as she and Prince Harry take a stand against several British media outlets. ;Holly Lynch MP Labour MP for Halifax tweeted an image of the letter,   [+2162 chars]"
The Globe And Mail,NaN,How a 16-year-old Canadian became part of the Hong Kong resistance - The Globe and Mail,How a 16-year-old Canadian became part of the Hong Kong resistance The Globe and Mail Trump claims he's why China didn't crush Hong Kong protests CTV News Hong Kong protests simmer as city prepares for crucial local elections Global News 'We will fight to the ,https://www.theglobeandmail.com/world/article-for-a-canadian-teen-in-hong-kongs-struggle-violence-has-become-a-way/,2019-11-23T13:00:58Z,"Andy is a Canadian citizen in Hong Kong who's taken part in the pro-democracy protests against the Chinese territory's rulers. The Globe and Mail is not disclosing his name because he risks legal consequences for speaking openly.;Miguel Candela/The Globe and  [+10734 chars]"
Business Insider,Bill Bostock,"US committed to securing trade deal with China by year's end but can't turn blind eye to Hong Kong violence, top official says","The US wants to secure a trade deal with China by year's end but can't overlook violence in Hong Kong, a senior official has said. ""We're not going to turn a blind eye to what's happening in Hong Kong,"" Robert O'Brien, the head of the National Security Agency ",https://www.businessinsider.com/us-warns-chinese-aggression-hong-kong-derail-trade-talks-nsa-2019-11,2019-11-24T09:41:40Z,"The US wants to ink a trade deal with China by the end of 2019, but can't overlook violence in Hong Kong, the head of the National Security Agency has said.;""We were hoping to have deal done by the end of the year. I still think that's possible,"" Robert O'Br  [+1557 chars]"
TechCrunch,Jon Evans,The surprisingly boring road to self-driving cars,"At last, it is here! The truly self-driving car, no human behind the wheel! For the public!  A few hundred of them, in a closed beta, in a small corner of sun-drenched (never snow-drenched, almost never water-drenched) suburban Phoenix, five years later than  ",http://techcrunch.com/2019/11/03/the-surprisingly-boring-road-to-self-driving-cars/,2019-11-03T14:00:47Z,"At last, it is here! The truly self-driving car, no human behind the wheel! For the public!  A few hundred of them, in a closed beta, in a small corner of sun-drenched (never snow-drenched, almost never water-drenched) suburban Phoenix, five years later than   [+5252 chars]"
Mentalfloss.com,Claire Cock-Starkey,"The Grim Story of the Mackay-Bennett, the Titanic's Mortuary Ship","When the supposedly unsinkable 'Titanic' went down on April 15, 1912, the Halifax-based ship 'Mackay-Bennett' was assigned to recover its victims.",http://mentalfloss.com/article/602405/mackay-bennett-titanic-mortuary-ship,2019-11-01T19:30:00Z,"At 11:40 p.m. on April 14, 1912, the RMS Titanic hit an iceberg about 375 miles off the coast of Newfoundland, Canada. The supposedly unsinkable ocean liner was four days into her journey from Southampton, England, to New York when the call to abandon ship ra  [+6159 chars]"
Mentalfloss.com,Claire Cock-Starkey,"The Grim Story of the Mackay-Bennett, the Titanic's Mortuary Ship","When the supposedly unsinkable 'Titanic' went down on April 15, 1912, the Halifax-based ship 'Mackay-Bennett' was assigned to recover its victims.",https://www.mentalfloss.com/article/602405/mackay-bennett-titanic-mortuary-ship,2019-11-01T19:30:00Z,"Kitty ONeil could do it all. A stuntwoman, drag racer, and diver, the legendary daredevil's skills were once described by the Chicago Tribune as full and partial engulfment in fire; swimming; diving; water skiing; scuba diving; horse falls, jumps, drags, and   [+7781 chars]"
Huffpost.com,AP,Navy Says White House Will Not Intervene In SEAL s Disciplinary Proceeding,President Donald Trump had tweeted that he would not let the Navy remove Chief Petty Officer Edward Gallagher from the SEALs.,https://www.huffpost.com/entry/navy-says-white-house-will-not-intervene-in-seals-disciplinary-proceeding_n_5ddaaa34e4b0913e6f6e0c56,2019-11-24T16:12:33Z,"WASHINGTON (AP) The Navy has been notified that the White House will not intervene to stop a disciplinary proceeding that could cost a SEAL his position in the elite unit, a senior Navy official said Sunday.;Although President Donald Trump had tweeted on Thu  [+3281 chars]"
CNN,"Barbara Starr and Ryan Browne, CNN",The defense secretary said the President ordered him to allow a service member accused of war crimes to remain in the elite force,"Secretary of Defense Mark Esper said President Donald Trump ordered him to allow a controversial Navy SEAL accused of war crimes to keep his status in the elite service, despite resistance from Navy leaders.",https://www.cnn.com/2019/11/25/politics/esper-spencer-aftermath/index.html,2019-11-25T16:47:09Z,"(CNN)Secretary of Defense Mark Esper said President Donald Trump ordered him to allow a controversial Navy SEAL accused of war crimes to keep his status in the elite service, despite resistance from Navy leaders. ;Esper said that on Sunday Trump ""gave me an   [+4409 chars]"
ABC News,ROBERT BURNS and ROB GILLIES Associated Press,Official says White House gave Navy go-ahead on Gallagher,A disciplinary proceeding could cost a SEAL his position in the elite unit.,https://abcnews.go.com/Politics/wireStory/official-white-house-gave-navy-ahead-gallagher-67269225,2019-11-24T22:23:55Z,"The Navy has been notified that the White House will not intervene to stop a disciplinary proceeding that could cost a SEAL his position in the elite unit, a senior Navy official said Sunday.;Although President Donald Trump had tweeted on Thursday that he wo  [+3434 chars]"
Globalnews.ca,ROB GILLIES,U.S. Navy secretary says he won t consider Trump s tweet a  formal order  - Global News,U.S. Navy secretary says he won t consider Trump s tweet a  formal order  Global News US Navy secretary says Trump tweet not a formal order Al Jazeera English Trump tweets support for  war crimes  veteran Edward Gallagher in fresh challenge to navy bosses The ,http://globalnews.ca/news/6210772/navy-secretary-trump-formal-order/,2019-11-24T13:03:32Z,"The secretary of the U.S. Navy said Saturday he doesnt consider a tweet by U.S. President Donald Trump an order and would need a formal order to stop a review of a sailor who could lose his status as a Navy SEAL.;I need a formal order to act, Navy Secretary   [+3349 chars]"
Thechronicleherald.ca,Sheryl Dubois,"A look at life with lymphedema primer with patient, advocate and volunteer Karen Bingham - TheChronicleHerald.ca","A look at life with lymphedema primer with patient, advocate and volunteer Karen Bingham TheChronicleHerald.ca",https://www.thechronicleherald.ca/lifestyles/regional-lifestyles/a-look-at-life-with-lymphedema-primer-with-patient-advocate-and-volunteer-karen-bingham-377870/,2019-11-19T13:01:44Z,"There are few things that look quite like it. An arm or leg or foot   or all three - will swell and swell and swell until it looks like it may burst.;And, according to Lymphedema patient and president of the Lymphedema Association of Nova Scotia (LANS) Karen  [+3433 chars]"
Refinery29.com,"You, also written by You","A Week In Halifax, NS, On A $52,000 Salary","Welcome to Money Diaries, where we re tackling what might be the last taboo facing modern working women: money. We re asking millennials how they spend their hard-earned money during a seven-day period   and we re tracking every last dollar. Attention, Canadi ",https://www.refinery29.com/en-ca/behavioural-therapist-halifax-ns-salary-money-diary,2019-10-28T12:00:18Z,"10 p.m. My friend pours me a glass of wine. Some of our other pals come over, and we chat and play with my friend's dogs. She loans me a copy of Priestdaddy by Patricia Lockwood, and I'm looking forward to curling up in bed and reading. I get a ride home. 11:  [+271 chars]"
Boingboing.net,Cory Doctorow,The Challenge Vault: a locksport training tool and mechanical puzzle that teaches you to be a safecracker,"Every year around this time, our friends at Sparrow Lockpicks ( previously ) come out with a incredibly clever, giftable addition to your locksport arsenal; I always buy a few of these for Christmas gifts (often for younger people on my list) and they're univ ",https://boingboing.net/2019/11/22/dont-touch-that-dial-2.html,2019-11-22T20:37:35Z,"Every year around this time, our friends at Sparrow Lockpicks (previously) come out with a incredibly clever, giftable addition to your locksport arsenal; I always buy a few of these for Christmas gifts (often for younger people on my list) and they're univer  [+3630 chars]"
Yahoo.com,By Steve Scherer,"Exclusive: U.S. Navy secretary backs SEAL's expulsion review, despite Trump objection","U.S. Navy Secretary Richard Spencer said on Friday a Navy SEAL convicted of battlefield misconduct should face a board of peers weighing whether to oust him from the elite force, despite President Donald Trump's assertion that he not be expelled. ""I believe t ",https://news.yahoo.com/exclusive-u-navy-secretary-backs-213139750.html,2019-11-22T21:31:39Z,"By Steve Scherer;HALIFAX, Nova Scotia (Reuters) - U.S. Navy Secretary Richard Spencer said on Friday a Navy SEAL convicted of battlefield misconduct should face a board of peers weighing whether to oust him from the elite force, despite President Donald Trum  [+3934 chars]"
Marketwatch.com,William Watts,Metals Stocks: Gold edges lower as investors turn cautiously upbeat on trade outlook,"Gold edges slightly lower to begin the week, undercut by cautious optimism on the trade front.",https://www.marketwatch.com/story/gold-edges-lower-as-investors-turn-cautiously-upbeat-on-trade-outlook-2019-11-25,2019-11-25T13:03:17Z,"Gold lost some ground Monday, with weakness attributed to cautiously upbeat expectations around U.S.-China trade negotiations seen robbing the metal of its haven appeal.;Gold for December delivery ;GCZ19, -0.44%; on Comex fell $6.20, or 0.4%, to $1,457.40   [+1380 chars]"
Torontosun.com,NaN,Living without a stomach - Toronto Sun,Katy Kosyachkova lives without a stomach. She was diagnosed at age 21 with stomach cancer and had a total gastrectomy. Her entire stomach was removed.She had no symptoms until she fainted during a  ,https://torontosun.com/life/relationships/living-without-a-stomach,2019-11-10T14:22:00Z,"Katy Kosyachkova lives without a stomach. She was diagnosed at age 21 with stomach cancer and had a total gastrectomy. Her entire stomach was removed.;She had no symptoms until she fainted during a final university exam. No one suspected cancer. Once confirm  [+5889 chars]"
Theweathernetwork.com,Pelmorex Weather Networks Inc,WINTER FORECAST: Much of Canada in for a 'harsh' season ahead - The Weather Network,"WINTER FORECAST: Much of Canada in for a 'harsh' season ahead The Weather Network Cold, stormy winter forecast across much of Canada CTV News Cold, stormy winter across much of Canada: seasonal forecast 680 News Cold, stormy winter forecast for much of Canada ",https://www.theweathernetwork.com/ca/news/article/2019-2020-canada-winter-forecast-temperature-precipitation-snow-outlook,2019-11-18T11:00:00Z,"Your weather when it really mattersTM; Please choose your default site;Monday, November 18th 2019, 6:00 am - The wild and historic winter-like weather that's impacted parts of the country this fall looks to provide us with hints of what the upcoming winter   [+5260 chars]"
Adsoftheworld.com,mgot,"Mental Health Foundation of Nova Scotia: PTSD: The first step in treating it, is seeing it."," The first step in treating it, is seeing it  video was created for the 2019 Nocturne Art event in Halifax. Our goal was to help people better understand the signs of PTSD by providing an inside look into the firsthand experiences and feelings of those living ",https://www.adsoftheworld.com/media/experiential/mental_health_foundation_of_nova_scotia_ptsd_the_first_step_in_treating_it_is,2019-11-07T21:32:54Z,"The first step in treating it, is seeing it video was created for the 2019 Nocturne Art event in Halifax. Our goal was to help people better understand the signs of PTSD by providing an inside look into the firsthand experiences and feelings of those living w  [+392 chars]"
CBC News,Murray Brewster,Hong Kong pro-democracy activists honoured at Halifax security forum,"The John McCain Prize for Leadership in Public Service is being presented to Figo Chan and Emily Lau by the Halifax International Security Forum, which said the award is intended to pay homage to those who are fighting for freedom.",https://www.cbc.ca/news/politics/hong-kong-activists-halifax-international-security-forum-figo-chan-emily-lau-1.5370901,2019-11-23T10:32:56Z,"Wherever he goes these days, Figo Chan wears a simple black T-shirt stamped with the numbers 1 of 2,000,001 and the words ""I'm free, therefore I am"" emblazoned across his chest.;Skinny, pale and somewhat frail looking, Chan has, since the spring, regularly s  [+3691 chars]"
Time,ROBERT BURNS / AP,Pentagon Chief Fires Navy Secretary Over SEAL Controversy,"Mark Esper on Sunday fired the Navy s top official, ending a clash between President Trump and military leaders over the fate of a SEAL.",https://time.com/5738499/esper-fires-navy-secretary/,2019-11-25T03:54:11Z,"WASHINGTON (AP)   Defense Secretary Mark Esper on Sunday fired the Navy s top official, ending a stunning clash between President Donald Trump and top military leadership over the fate of a SEAL accused of war crimes in Iraq.;Esper said he had lost confidenc  [+5803 chars]"
Globalnews.ca,Robert Burns,Pentagon chief fires U.S. Navy secretary over SEAL controversy - Global News,Pentagon chief fires U.S. Navy secretary over SEAL controversy Global News Pentagon fires top U.S. Navy official over handling of controversial ISIS photo case CBC.ca U.S. Defence Secretary Mark Esper fires Navy Secretary Richard Spencer over SEAL controversy ,http://globalnews.ca/news/6211906/pentagon-chief-fires-navy-secretary/,2019-11-25T04:25:50Z,"U.S. Defence Secretary Mark Esper on Sunday fired the Navys top official, ending a stunning clash between President Donald Trump and top military leadership over the fate of a SEAL accused of war crimes in Iraq.;Esper said he had lost confidence in Navy Secr  [+6050 chars]"
CBC News,Anjuli Patil,Toronto Star shutting down StarMetro newspapers,"The Toronto Star is shutting down its Star Metro newspapers across Canada. The last print editions in Halifax, Vancouver, Calgary, Edmonton and Toronto are to be published Dec. 20.",https://www.cbc.ca/news/canada/nova-scotia/toronto-star-star-metro-closing-1.5365326,2019-11-19T21:43:08Z,"The Toronto Star is shutting down its StarMetro commuter newspapers across Canada.;The final print editions in Vancouver, Edmonton, Calgary, Toronto and Halifax will be published Dec. 20, a spokesperson for Torstar Corp., the parent company of both newspaper  [+1999 chars]"
Neatorama.com,Miss Cellania,"The Grim Story of the Mackay-Bennett, the Titanic's Mortuary Ship","The RMS Titanic sank after hitting an iceberg on April 14, 1912. The RMS Carpathia worked through the night to rescue survivors, but there were only 705 people alive of the more than 220 hundred aboard the Titanic. Someone would eventually need to go and coll ",https://www.neatorama.com/2019/11/09/The-Grim-Story-of-the-iMackay-Bennetti-the-Titanics-Mortuary-Ship/,2019-11-10T03:05:42Z,"The RMS Titanic sank after hitting an iceberg on April 14, 1912. The RMS Carpathia worked through the night to rescue survivors, but there were only 705 people alive of the more than 220 hundred aboard the Titanic. Someone would eventually need to go and coll  [+901 chars]"
